Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
Royal Care,Healthcare - General,Brooklyn,Kings County,11219,2022-10-26,108,6342157.5,Healthcare,royal-care,86413131.15,57682,1498.0952662875768,6343826.28,112,56641.306071428575,87588061.27,4731
American Business Institute,Healthcare - Home Health Care,Flushing,Queens County,11354,2022-09-01,133,6270141.0,Healthcare,american-business-institute,86413131.15,57682,1498.0952662875768,6270141.0,133,47143.917293233084,82459395.43,4259
AGL Industries Inc,Construction -General,Maspeth,Queens County,11378,2019-06-18,249,4130507.45,Construction,agl-industries-inc,61023694.45,20078,3039.3313303117843,4130507.45,249,16588.383333333335,82459395.43,4259
Bouchard Transportation Company,Delivery/Freight Transportation - Inland Water Freight Transportation,Melville,Suffolk County,11747,2020-02-29,280,3872895.48,Delivery/Transportation,bouchard-transportation-company,22069415.419999998,30474,724.204745684846,4416123.48,405,10904.008592592594,53899585.56,3018
ABI/American Business Institute Corp,Healthcare - Home Health Care,Flushing,Queens County,11354,2022-08-31,36,3065583.25,Healthcare,abi-american-business-institute-corp,86413131.15,57682,1498.0952662875768,3065583.25,36,85155.09027777778,82459395.43,4259
"Systems Made Simple, Inc.",Other Support Services,Syracuse,Onondaga County,13212,2014-08-16,742,2735493.22,Other,systems-made-simple-inc,147547188.43,98576,1496.786118629281,2735493.22,742,3686.648544474394,11795371.15,809
United States Postal Service,Post Office,Albany,Albany County,12203,2013-07-26,20800,2625468.76,Delivery/Transportation,united-states-postal-service,22069415.419999998,30474,724.204745684846,2626855.42,20802,126.27898375156235,7516825.93,816
Go New York Tours Inc,Other,New York,New York County,10017,2015-03-04,178,2367507.6,Other,go-new-york-tours-inc,147547188.43,98576,1496.786118629281,2379347.42,180,13218.596777777777,96159726.15,6430
Go New York Tours Inc.,Other,New York,New York County,10017,2014-11-04,176,2320442.46,Other,go-new-york-tours-inc,147547188.43,98576,1496.786118629281,2320442.46,176,13184.332159090909,96159726.15,6430
Renaissance Home Health Care Services,Healthcare - Home Health Care,Brooklyn,Kings County,11217,2022-09-01,14,1742227.38,Healthcare,renaissance-home-health-care-services,86413131.15,57682,1498.0952662875768,1742227.38,14,124444.81285714285,87588061.27,4731
Great Care Inc,Healthcare - Home Health Care,New York,New York County,10001,2022-09-06,20,1629626.75,Healthcare,great-care-inc,86413131.15,57682,1498.0952662875768,1629831.83,21,77611.03952380952,96159726.15,6430
Terence Cardinal Cooke Nursing Home,Healthcare - Home Health Care Services,New York,New York County,10029,2019-10-03,215,1552651.14,Healthcare,terence-cardinal-cooke-nursing-home,86413131.15,57682,1498.0952662875768,1552651.14,215,7221.633209302325,96159726.15,6430
Feher Rubbish Removal,Delivery/Freight Transporation - Trucking,Syracuse,Onondaga County,13204,2016-09-23,585,1550965.24,Delivery/Transportation,feher-rubbish-removal,22069415.419999998,30474,724.204745684846,1550965.24,585,2651.2226324786325,11795371.15,809
Hopeton Care,Healthcare - Home Health Care Services,Brooklyn,Kings County,11230,2017-11-17,769,1454372.18,Healthcare,hopeton-care,86413131.15,57682,1498.0952662875768,1522616.94,1006,1513.5357256461232,87588061.27,4731
Abbatrans LLC,Transportation Personal,Baldwinsville,Onondaga County,13027,2019-09-04,116,1274584.46,Delivery/Transportation,abbatrans-llc,22069415.419999998,30474,724.204745684846,1274584.46,116,10987.797068965518,11795371.15,809
Ropen Health Care,Healthcare - Home Health Care Services,Brentwood,Suffolk County,11717,2018-11-03,222,1241250.27,Healthcare,ropen-health-care,86413131.15,57682,1498.0952662875768,1241250.27,222,5591.217432432432,53899585.56,3018
Ba-Kal Restaurant Corp,Restaurants - Diner,Watermill,Queens County,11916,2017-02-01,15,1113564.81,Food Services,ba-kal-restaurant-corp,149672052.18,66102,2264.2590569120453,1113564.81,15,74237.65400000001,82459395.43,4259
NARCO FREEDOM INC.,Other,Bronx,Bronx County,10451,2015-09-24,342,1037224.57,Other,narco-freedom-inc,147547188.43,98576,1496.786118629281,1037224.57,342,3032.820380116959,27745338.03,1765
Network of Patrols Inc. - HWMWTCA8B,Security - Security Guards And Patrol Services,New York,New York County,10038,2012-12-01,48,1033565.12,Security,network-of-patrols-inc-hwmwtca8b,6284120.61,6007,1046.132946562344,1033565.12,48,21532.606666666667,96159726.15,6430
